run_id,machine_id,product_name,start_time,end_time,units_produced,units_defective
328,3,Product-742,2026-08-14T19:16:19.316429,2026-08-14T19:17:35.935334,116,0
329,2,Product-336,2026-08-14T19:16:21.314428,,,
330,1,Product-639,2026-08-14T19:16:31.410926,,,
331,4,Product-385,2026-08-14T19:16:31.410926,,,
332,6,Product-164,2026-08-14T19:16:37.464113,,,
333,6,Product-953,2026-08-14T19:17:18.563723,,,
334,6,Product-679,2026-08-14T19:17:19.834519,,,
335,1,Product-208,2026-08-14T19:17:23.860630,,,
336,1,Product-287,2026-08-14T19:17:24.624690,,,
337,4,Product-624,2026-08-14T19:17:35.935334,,,
338,2,Product-459,2026-08-14T19:17:43.994088,,,
339,5,Product-354,2026-08-14T19:17:54.063969,,,
340,2,Product-655,2026-08-14T19:18:07.004327,,,
341,3,Product-165,2026-08-14T19:18:17.961128,,,
342,3,Product-841,2026-08-14T19:18:22.100600,2026-08-14T19:19:28.780240,97,1
343,2,Product-296,2026-08-14T19:19:17.554468,2026-08-14T19:20:28.273901,109,0
344,2,Product-967,2026-08-14T19:19:22.688883,2026-08-14T19:20:41.590864,105,1
345,6,Product-766,2026-08-14T19:19:30.798539,2026-08-14T19:20:41.590864,112,0
346,3,Product-161,2026-08-14T19:19:32.831027,,,
347,5,Product-436,2026-08-14T19:19:32.831027,2026-08-14T19:20:41.590864,106,1
348,4,Product-242,2026-08-14T19:19:40.925694,2026-08-14T19:20:49.702263,110,0
349,1,Product-143,2026-08-14T19:19:42.962357,,,
350,1,Product-746,2026-08-14T19:20:34.329442,2026-08-14T19:21:55.185508,112,1
351,3,Product-208,2026-08-14T19:20:38.377595,2026-08-14T19:21:45.078858,95,0
352,5,Product-561,2026-08-14T19:20:38.377595,2026-08-14T19:21:49.120632,126,0
353,2,Product-985,2026-08-14T19:20:40.396142,2026-08-14T19:21:45.078858,88,0
354,2,Product-940,2026-08-14T19:20:43.613804,,,
355,5,Product-291,2026-08-14T19:20:49.702263,,,
356,4,Product-423,2026-08-14T19:20:50.516680,2026-08-14T19:22:05.335984,108,1
357,6,Product-238,2026-08-14T19:20:56.572315,2026-08-14T19:22:09.381250,114,1
358,6,Product-216,2026-08-14T19:20:56.692391,2026-08-14T19:22:11.410613,114,0
359,2,Product-676,2026-08-14T19:21:55.185508,2026-08-14T19:23:07.944956,98,0
360,3,Product-918,2026-08-14T19:22:05.335984,2026-08-14T19:23:11.991744,98,0
361,4,Product-173,2026-08-14T19:22:09.381250,2026-08-14T19:23:24.082777,101,0
362,1,Product-862,2026-08-14T19:22:11.410613,2026-08-14T19:23:36.227069,134,0
363,5,Product-704,2026-08-14T19:22:15.457541,2026-08-14T19:23:28.120822,97,0
364,1,Product-317,2026-08-14T19:22:17.464099,2026-08-14T19:23:32.157588,117,1
365,2,Product-842,2026-08-14T19:22:21.500461,2026-08-14T19:23:32.164444,98,0
366,4,Product-114,2026-08-14T19:22:21.500461,2026-08-14T19:23:34.206347,105,1
367,3,Product-243,2026-08-14T19:22:25.536299,2026-08-14T19:23:34.206347,97,0
368,6,Product-168,2026-08-14T19:22:39.642135,2026-08-14T19:23:42.276538,85,0
369,6,Product-188,2026-08-14T19:22:43.695069,2026-08-14T19:23:54.413898,102,1
370,5,Product-729,2026-08-14T19:22:49.764262,2026-08-14T19:23:52.397195,113,0
371,2,Product-676,2026-08-14T19:23:09.964283,2026-08-14T19:24:26.691715,101,0
372,3,Product-520,2026-08-14T19:23:38.229741,2026-08-14T19:24:44.884189,108,1
373,2,Product-402,2026-08-14T19:23:40.261756,2026-08-14T19:24:59.023236,107,1
374,3,Product-587,2026-08-14T19:23:42.290545,2026-08-14T19:25:09.099326,122,0
375,1,Product-373,2026-08-14T19:23:46.314689,2026-08-14T19:24:56.994736,103,0
376,5,Product-144,2026-08-14T19:23:46.314689,2026-08-14T19:25:05.062984,119,0
377,1,Product-387,2026-08-14T19:23:50.379127,2026-08-14T19:25:03.049309,98,0
378,4,Product-603,2026-08-14T19:23:54.413898,2026-08-14T19:25:05.071269,94,0
379,4,Product-675,2026-08-14T19:23:56.411673,2026-08-14T19:25:03.043339,91,0
380,6,Product-432,2026-08-14T19:23:58.437179,2026-08-14T19:25:21.163857,127,0
381,6,Product-509,2026-08-14T19:24:06.532770,2026-08-14T19:25:35.247119,135,0
382,2,Product-514,2026-08-14T19:24:32.764728,2026-08-14T19:25:35.242846,93,0
383,3,Product-548,2026-08-14T19:24:50.944649,2026-08-14T19:25:57.355441,95,0
384,2,Product-913,2026-08-14T19:25:01.043744,2026-08-14T19:26:07.486999,115,0
385,1,Product-554,2026-08-14T19:25:03.043339,2026-08-14T19:26:15.532839,105,1
386,1,Product-548,2026-08-14T19:25:07.077714,2026-08-14T19:26:17.561747,108,2
387,4,Product-276,2026-08-14T19:25:07.077714,2026-08-14T19:26:27.662998,107,1
388,4,Product-918,2026-08-14T19:25:09.091295,2026-08-14T19:26:29.684440,119,0
389,5,Product-598,2026-08-14T19:25:23.181372,2026-08-14T19:26:31.713695,80,0
390,6,Product-466,2026-08-14T19:25:27.182805,2026-08-14T19:27:02.006643,133,1
391,5,Product-660,2026-08-14T19:25:29.209209,2026-08-14T19:26:39.753645,97,1
392,3,Product-815,2026-08-14T19:25:31.237279,2026-08-14T19:26:47.845862,110,1
393,2,Product-475,2026-08-14T19:25:45.291617,2026-08-14T19:27:08.066351,103,1
394,6,Product-265,2026-08-14T19:26:01.402117,2026-08-14T19:27:24.288793,127,0
395,1,Product-941,2026-08-14T19:26:17.553922,2026-08-14T19:27:36.378577,120,0
396,3,Product-929,2026-08-14T19:26:17.553922,2026-08-14T19:27:46.452366,145,1
397,1,Product-578,2026-08-14T19:26:35.728379,2026-08-14T19:27:46.461477,94,0
398,4,Product-179,2026-08-14T19:26:39.760151,2026-08-14T19:27:50.489233,110,0
399,5,Product-223,2026-08-14T19:26:47.845862,2026-08-14T19:28:02.592426,115,0
400,5,Product-508,2026-08-14T19:26:51.892621,2026-08-14T19:28:10.651116,126,1
401,3,Product-320,2026-08-14T19:26:53.925616,2026-08-14T19:28:08.647695,95,0
402,4,Product-770,2026-08-14T19:26:59.982041,2026-08-14T19:28:06.624867,90,0
403,6,Product-476,2026-08-14T19:27:08.066351,2026-08-14T19:28:24.773305,132,0
404,2,Product-541,2026-08-14T19:27:16.156372,2026-08-14T19:28:28.798492,104,0
405,2,Product-231,2026-08-14T19:27:34.357093,2026-08-14T19:28:49.049823,113,0
406,3,Product-833,2026-08-14T19:27:50.481569,2026-08-14T19:28:57.144885,88,0
407,4,Product-820,2026-08-14T19:27:52.503151,2026-08-14T19:29:13.385374,118,0
408,1,Product-944,2026-08-14T19:28:02.592426,2026-08-14T19:29:17.439532,102,0
409,4,Product-707,2026-08-14T19:28:18.735145,2026-08-14T19:29:21.506212,100,0
410,5,Product-112,2026-08-14T19:28:22.768072,2026-08-14T19:29:43.739280,120,0
411,3,Product-490,2026-08-14T19:28:24.791752,2026-08-14T19:29:29.638042,97,0
412,1,Product-603,2026-08-14T19:28:28.798492,2026-08-14T19:29:43.739280,100,1
413,2,Product-817,2026-08-14T19:28:30.821347,2026-08-14T19:29:43.739280,98,0
414,6,Product-701,2026-08-14T19:28:32.828394,2026-08-14T19:29:45.756312,117,1
415,5,Product-392,2026-08-14T19:28:53.105275,2026-08-14T19:30:03.992751,99,0
416,6,Product-912,2026-08-14T19:29:01.197650,2026-08-14T19:30:08.052766,101,1
417,3,Product-852,2026-08-14T19:29:15.420272,2026-08-14T19:30:22.170248,99,1
418,2,Product-736,2026-08-14T19:29:19.465290,2026-08-14T19:30:30.271014,99,0
419,4,Product-962,2026-08-14T19:29:31.664888,2026-08-14T19:30:34.281978,93,1
420,4,Product-438,2026-08-14T19:29:41.751707,2026-08-14T19:30:54.468833,107,1
421,1,Product-151,2026-08-14T19:29:47.763292,2026-08-14T19:30:50.413921,101,0
422,6,Product-614,2026-08-14T19:29:53.845195,2026-08-14T19:31:04.593561,104,1
423,5,Product-127,2026-08-14T19:29:57.908634,2026-08-14T19:31:00.526298,98,0
424,6,Product-701,2026-08-14T19:30:10.063591,2026-08-14T19:31:24.777692,108,0
425,2,Product-544,2026-08-14T19:30:12.080576,2026-08-14T19:31:22.757045,111,0
426,3,Product-920,2026-08-14T19:30:14.105571,2026-08-14T19:31:24.777692,111,0
427,5,Product-280,2026-08-14T19:30:18.145020,2026-08-14T19:31:51.120266,126,0
428,1,Product-862,2026-08-14T19:30:22.186381,2026-08-14T19:31:36.893193,123,1
429,3,Product-274,2026-08-14T19:30:26.223319,2026-08-14T19:31:47.040729,117,1
430,4,Product-642,2026-08-14T19:30:38.317902,2026-08-14T19:31:47.040729,107,0
431,2,Product-561,2026-08-14T19:30:50.425266,2026-08-14T19:31:57.221539,91,0
432,1,Product-345,2026-08-14T19:31:02.548207,2026-08-14T19:32:19.394713,116,1
433,4,Product-582,2026-08-14T19:31:06.640918,2026-08-14T19:32:19.415151,128,0
434,5,Product-549,2026-08-14T19:31:12.660823,2026-08-14T19:32:25.476779,103,0
435,6,Product-648,2026-08-14T19:31:16.698013,2026-08-14T19:32:43.633025,129,0
436,3,Product-412,2026-08-14T19:31:30.836436,2026-08-14T19:32:43.651892,101,0
437,1,Product-431,2026-08-14T19:31:38.925171,2026-08-14T19:32:49.732580,88,0
438,2,Product-396,2026-08-14T19:31:57.214200,2026-08-14T19:33:20.011175,133,0
439,3,Product-477,2026-08-14T19:31:57.214200,2026-08-14T19:33:09.867181,100,0
440,4,Product-186,2026-08-14T19:31:57.214200,2026-08-14T19:33:11.904217,118,0
441,6,Product-798,2026-08-14T19:31:59.250062,2026-08-14T19:33:13.935626,125,0
442,5,Product-479,2026-08-14T19:32:17.391268,2026-08-14T19:33:22.031211,85,0
443,4,Product-988,2026-08-14T19:32:23.453128,2026-08-14T19:33:46.263175,110,0
444,2,Product-530,2026-08-14T19:32:27.492881,2026-08-14T19:33:38.173572,84,0
445,1,Product-776,2026-08-14T19:32:33.539676,2026-08-14T19:33:42.207613,115,0
446,6,Product-629,2026-08-14T19:32:45.653564,2026-08-14T19:34:08.499932,112,0
447,3,Product-846,2026-08-14T19:32:45.670156,2026-08-14T19:34:04.468029,119,0
448,5,Product-251,2026-08-14T19:32:51.729014,2026-08-14T19:34:16.585489,124,0
449,1,Product-474,2026-08-14T19:33:07.866200,2026-08-14T19:34:12.557665,82,1
450,3,Product-761,2026-08-14T19:33:15.952421,2026-08-14T19:34:30.628015,123,1
451,4,Product-692,2026-08-14T19:33:20.011175,2026-08-14T19:39:04.617115,107,0
452,6,Product-237,2026-08-14T19:33:20.026845,2026-08-14T19:34:28.641016,78,0
453,2,Product-923,2026-08-14T19:33:28.055205,2026-08-14T19:39:18.734945,133,0
454,2,Product-556,2026-08-14T19:33:48.284406,2026-08-14T19:39:47.001226,156,0
455,4,Product-750,2026-08-14T19:33:48.284406,2026-08-14T19:39:32.901397,120,1
456,5,Product-116,2026-08-14T19:33:48.284406,2026-08-14T19:39:26.877922,89,0
457,1,Product-728,2026-08-14T19:33:54.334308,2026-08-14T19:39:46.980995,125,0
458,3,Product-955,2026-08-14T19:34:06.476086,2026-08-14T19:39:47.001226,114,1
459,6,Product-952,2026-08-14T19:39:00.592551,2026-08-14T19:40:15.295192,95,0
460,5,Product-681,2026-08-14T19:39:08.662475,2026-08-14T19:40:25.394228,117,0
461,1,Product-758,2026-08-14T19:39:08.678690,2026-08-14T19:40:15.311685,120,1
462,6,Product-736,2026-08-14T19:39:14.711167,2026-08-14T19:40:35.509585,115,0
463,3,Product-369,2026-08-14T19:39:18.734945,2026-08-14T19:40:33.482719,119,1
464,2,Product-862,2026-08-14T19:39:28.864473,2026-08-14T19:40:45.601774,124,0
465,4,Product-542,2026-08-14T19:39:38.924410,2026-08-14T19:40:57.743115,112,1
466,5,Product-208,2026-08-14T19:39:40.948697,2026-08-14T19:40:51.680384,108,0
467,1,Product-266,2026-08-14T19:39:53.039802,2026-08-14T19:41:03.819978,106,0
468,3,Product-734,2026-08-14T19:40:09.259891,2026-08-14T19:41:20.005102,105,0
469,4,Product-177,2026-08-14T19:40:11.266501,2026-08-14T19:41:24.037908,108,0
470,2,Product-871,2026-08-14T19:40:15.311685,2026-08-14T19:41:36.139232,116,0
471,1,Product-959,2026-08-14T19:40:21.369639,2026-08-14T19:41:32.077767,93,0
472,6,Product-391,2026-08-14T19:40:27.400864,2026-08-14T19:41:34.096386,95,0
473,5,Product-878,2026-08-14T19:40:37.511068,2026-08-14T19:41:44.193170,97,0
474,6,Product-342,2026-08-14T19:40:39.529462,2026-08-14T19:41:52.336390,115,1
475,3,Product-910,2026-08-14T19:40:41.550184,2026-08-14T19:42:10.488281,123,0
476,2,Product-935,2026-08-14T19:41:03.819978,2026-08-14T19:42:14.544752,99,0
477,4,Product-306,2026-08-14T19:41:05.841048,2026-08-14T19:42:20.616492,129,0
478,5,Product-539,2026-08-14T19:41:05.850490,2026-08-14T19:42:28.678879,112,3
479,1,Product-246,2026-08-14T19:41:17.976192,2026-08-14T19:42:24.645143,102,1
480,1,Product-472,2026-08-14T19:41:36.139232,2026-08-14T19:42:48.876925,107,0
481,6,Product-132,2026-08-14T19:41:42.173352,2026-08-14T19:42:50.866513,101,0
482,4,Product-765,2026-08-14T19:41:42.190348,2026-08-14T19:42:50.882877,105,0
483,3,Product-496,2026-08-14T19:42:04.440194,2026-08-14T19:43:17.137437,107,0
484,5,Product-480,2026-08-14T19:42:06.460851,2026-08-14T19:43:11.066621,94,0
485,3,Product-677,2026-08-14T19:42:14.544752,2026-08-14T19:43:23.169793,95,1
486,6,Product-795,2026-08-14T19:42:18.627423,2026-08-14T19:43:35.336609,118,0
487,2,Product-824,2026-08-14T19:42:28.662459,2026-08-14T19:43:37.332778,114,0
488,4,Product-183,2026-08-14T19:42:28.662459,2026-08-14T19:43:37.332778,94,0
489,2,Product-427,2026-08-14T19:42:28.678879,2026-08-14T19:43:39.352053,90,0
490,1,Product-680,2026-08-14T19:42:32.690105,2026-08-14T19:51:06.046863,104,1
491,5,Product-942,2026-08-14T19:42:56.918988,2026-08-14T19:51:30.176149,110,0
492,1,Product-537,2026-08-14T19:43:05.018128,2026-08-14T19:51:38.243830,119,0
493,4,Product-768,2026-08-14T19:43:15.118343,2026-08-14T19:51:44.262781,97,1
494,5,Product-353,2026-08-14T19:43:25.211911,2026-08-14T19:51:54.282992,95,0
495,6,Product-240,2026-08-14T19:43:31.266857,2026-08-14T19:52:04.832397,104,0
496,4,Product-934,2026-08-14T19:43:39.340012,2026-08-14T19:52:18.880552,115,1
497,6,Product-329,2026-08-14T19:43:41.389549,2026-08-14T19:52:12.876689,111,1
498,2,Product-428,2026-08-14T19:51:02.027740,2026-08-14T19:52:16.888800,108,1
499,3,Product-713,2026-08-14T19:51:08.104468,2026-08-14T19:52:22.911456,124,1
500,2,Product-697,2026-08-14T19:51:12.067587,2026-08-14T19:52:24.900517,110,0
501,1,Product-303,2026-08-14T19:51:16.083365,2026-08-14T19:52:28.914125,109,0
502,3,Product-135,2026-08-14T19:51:22.117651,2026-08-14T19:52:36.941254,105,0
503,5,Product-829,2026-08-14T19:51:42.256485,2026-08-14T19:52:47.070678,95,0
504,1,Product-283,2026-08-14T19:51:58.307286,,,
505,6,Product-509,2026-08-14T19:52:06.838909,,,
506,5,Product-758,2026-08-14T19:52:10.853520,,,
507,4,Product-915,2026-08-14T19:52:18.897312,,,
508,2,Product-173,2026-08-14T19:52:20.904715,,,
509,4,Product-144,2026-08-14T19:52:24.900517,,,
510,1,Product-979,2026-08-14T19:52:32.928191,,,
511,2,Product-477,2026-08-14T19:52:38.978841,,,
512,3,Product-509,2026-08-14T19:52:40.985525,,,
513,6,Product-703,2026-08-14T19:52:41.004426,,,
514,3,Product-823,2026-08-14T19:52:51.114245,,,
515,5,Product-971,2026-08-14T20:36:00.013933,2026-08-14T20:37:10.624993,90,0
516,5,Product-668,2026-08-14T20:37:16.679319,,,
517,2,Product-853,2026-08-14T20:37:30.807965,,,
518,4,Product-113,2026-08-14T20:37:30.807965,,,
519,3,Product-553,2026-08-14T20:37:38.851301,,,
520,6,Product-350,2026-08-14T20:37:42.876832,,,
